Dog Name,Tattoo,Gender,Breed,Color,Birthdate,Dam,Sire ,Current Status Date,Status,Region,Graduation Date,Graduate Team Location
Boston,6B322,Male,LR,B,8/31/2022,Helen - 3HH19 - LRYF,Dover - 3D19 - LRBM,10/31/2022,Puppy Raising,Columbus Puppy Raising Region,,
Bonnet,7B322,Female,LR,Y,8/31/2022,Helen - 3HH19 - LRYF,Dover - 3D19 - LRBM,10/26/2022,Puppy Raising,Westchester County Puppy Raising Region,,
Albert,6A322,Male,LR,Y,8/26/2022,Demi - 5D319 - LRYF,Clay - 5C319 - LRYM,10/19/2022,Ready for Puppy Raiser,,,
Arthur,7A322,Male,LR,Y,8/26/2022,Demi - 5D319 - LRYF,Clay - 5C319 - LRYM,10/26/2022,Puppy Raising,Westchester County Puppy Raising Region,,
Ambrosia,2A322,Female,LR,Y,8/26/2022,Demi - 5D319 - LRYF,Clay - 5C319 - LRYM,10/20/2022,Puppy Raising,Bay Puppy Raising Region,,
Alban,5A322,Male,LR,Y,8/26/2022,Demi - 5D319 - LRYF,Clay - 5C319 - LRYM,10/19/2022,Ready for Puppy Raiser,,,
Almond,1A322,Female,LR,Y,8/26/2022,Demi - 5D319 - LRYF,Clay - 5C319 - LRYM,10/19/2022,Released,,,
Abilene,4A322,Female,LR,Y,8/26/2022,Demi - 5D319 - LRYF,Clay - 5C319 - LRYM,10/21/2022,Puppy Raising,Westchester County Puppy Raising Region,,
Arizona,3A322,Female,LR,Y,8/26/2022,Demi - 5D319 - LRYF,Clay - 5C319 - LRYM,10/25/2022,Puppy Raising,Bay Puppy Raising Region,,
Yoki,4YY22,Female,LR,Y,8/24/2022,Lava - 4L417 - LRBF,Midnight - 4M19 - LRBM,10/21/2022,Puppy Raising,Eastern MA Puppy Raising Region,,
Yasmine,3YY22,Female,LR,Y,8/24/2022,Lava - 4L417 - LRBF,Midnight - 4M19 - LRBM,10/17/2022,Ready for Puppy Raiser,,,
Yola,1YY22,Female,LR,B,8/24/2022,Lava - 4L417 - LRBF,Midnight - 4M19 - LRBM,10/17/2022,Ready for Puppy Raiser,,,
Yorkshire,2YY22,Male,LR,Y,8/24/2022,Lava - 4L417 - LRBF,Midnight - 4M19 - LRBM,10/20/2022,Puppy Raising,Delmarva Puppy Raising Region,,
Waylee,9WW22,Female,LR,B,8/20/2022,Liza - 5L318 - LRBF,Everett - 1E419 - LRYM,10/18/2022,Puppy Raising,Central CT Puppy Raising Region,,
William,10WW22,Male,LR,Y,8/20/2022,Liza - 5L318 - LRBF,Everett - 1E419 - LRYM,10/21/2022,Released,,,
Wayne,6WW22,Male,LR,B,8/20/2022,Liza - 5L318 - LRBF,Everett - 1E419 - LRYM,10/30/2022,Puppy Raising,Catoctin Puppy Raising Region,,
Walter,3WW22,Male,LR,B,8/20/2022,Liza - 5L318 - LRBF,Everett - 1E419 - LRYM,10/21/2022,Puppy Raising,Westchester County Puppy Raising Region,,
Wind,4WW22,Female,LR,B,8/20/2022,Liza - 5L318 - LRBF,Everett - 1E419 - LRYM,10/21/2022,Other School,,,
Wyatt,5WW22,Male,LR,Y,8/20/2022,Liza - 5L318 - LRBF,Everett - 1E419 - LRYM,10/14/2022,Ready for Puppy Raiser,,,
Winslow,1WW22,Male,LR,B,8/20/2022,Liza - 5L318 - LRBF,Everett - 1E419 - LRYM,10/14/2022,Ready for Puppy Raiser,,,
Wendell,7WW22,Male,LR,B,8/20/2022,Liza - 5L318 - LRBF,Everett - 1E419 - LRYM,10/14/2022,Ready for Puppy Raiser,,,
Whispy,2WW22,Female,LR,Y,8/20/2022,Liza - 5L318 - LRBF,Everett - 1E419 - LRYM,10/21/2022,Other School,,,
Wilbur,8WW22,Male,LR,Y,8/20/2022,Liza - 5L318 - LRBF,Everett - 1E419 - LRYM,10/14/2022,Puppy Raising,Cleveland East Puppy Raising Region,,
Viera,1VV22,Female,LR,Y,8/6/2022,Bianca - P - 5B317 - LRYF,Clay - 5C319 - LRYM,10/27/2022,Puppy Raising,Maine Puppy Raising Region,,
Vega (Tilly),2VV22,Female,LR,Y,8/6/2022,Bianca - P - 5B317 - LRYF,Clay - 5C319 - LRYM,9/30/2022,Released,,,
Vogue,5VV22,Female,LR,Y,8/6/2022,Bianca - P - 5B317 - LRYF,Clay - 5C319 - LRYM,10/30/2022,Puppy Raising,Baltimore Puppy Raising Region,,
Villa,3VV22,Female,LR,Y,8/6/2022,Bianca - P - 5B317 - LRYF,Clay - 5C319 - LRYM,10/18/2022,Puppy Raising,Northern NJ Puppy Raising Region,,
Viggo,8VV22,Male,LR,Y,8/6/2022,Bianca - P - 5B317 - LRYF,Clay - 5C319 - LRYM,9/30/2022,Released,,,
Victoria,4VV22,Female,LR,Y,8/6/2022,Bianca - P - 5B317 - LRYF,Clay - 5C319 - LRYM,10/31/2022,Puppy Raising,Columbus Puppy Raising Region,,
Visa,7VV22,Female,LR,Y,8/6/2022,Bianca - P - 5B317 - LRYF,Clay - 5C319 - LRYM,10/2/2022,Puppy Raising,SWCT Puppy Raising Region,,
Tremaine,5TT22,Male,LR,B,8/3/2022,Winter - 1W18 - LRBF,Dover - 3D19 - LRBM,10/30/2022,Puppy Raising,North Carolina Puppy Raising Region,,
Trinket,8TT22,Female,LR,B,8/3/2022,Winter - 1W18 - LRBF,Dover - 3D19 - LRBM,10/14/2022,Puppy Raising,Remote Puppy Raising Region,,
Trixie,6TT22,Female,LR,B,8/3/2022,Winter - 1W18 - LRBF,Dover - 3D19 - LRBM,10/2/2022,Puppy Raising,Bay Puppy Raising Region,,
Tammy (Daisy),9TT22,Female,LR,B,8/3/2022,Winter - 1W18 - LRBF,Dover - 3D19 - LRBM,9/27/2022,Released,,,
Tory,2TT22,Female,LR,B,8/3/2022,Winter - 1W18 - LRBF,Dover - 3D19 - LRBM,10/14/2022,Puppy Raising,Cleveland East Puppy Raising Region,,
Tina,1TT22,Female,LR,B,8/3/2022,Winter - 1W18 - LRBF,Dover - 3D19 - LRBM,10/5/2022,Puppy Raising,Wayne County Puppy Raising Region,,
Tanya,3TT22,Female,LR,B,8/3/2022,Winter - 1W18 - LRBF,Dover - 3D19 - LRBM,10/22/2022,Puppy Raising,Capital NY Puppy Raising Region,,
Timothy,4TT22,Male,LR,B,8/3/2022,Winter - 1W18 - LRBF,Dover - 3D19 - LRBM,10/26/2022,Puppy Raising,Westchester County Puppy Raising Region,,
Springsteen,1SS22,Male,LR,B,7/29/2022,Minka - 6MM17 - LRBF,Darren - 4D20 - LRBM,9/21/2022,Released,,,
Savannah,2SS22,Female,LR,B,7/29/2022,Minka - 6MM17 - LRBF,Darren - 4D20 - LRBM,10/11/2022,Puppy Raising,Central CT Puppy Raising Region,,
Star,3SS22,Female,LR,B,7/29/2022,Minka - 6MM17 - LRBF,Darren - 4D20 - LRBM,10/2/2022,Puppy Raising,NoVA- North Puppy Raising Region,,
Santana,5SS22,Male,LR,B,7/29/2022,Minka - 6MM17 - LRBF,Darren - 4D20 - LRBM,10/20/2022,Puppy Raising,Montgomery Puppy Raising Region,,
Splash,6SS22,Female,LR,B,7/29/2022,Minka - 6MM17 - LRBF,Darren - 4D20 - LRBM,9/21/2022,Released,,,
Sprinkles,7SS22,Female,LR,B,7/29/2022,Minka - 6MM17 - LRBF,Darren - 4D20 - LRBM,9/26/2022,Puppy Raising,Colorado Puppy Raising Region,,
Sushi,8SS22,Female,LR,B,7/29/2022,Minka - 6MM17 - LRBF,Darren - 4D20 - LRBM,10/7/2022,Puppy Raising,Erie NY Puppy Raising Region,,
Romeo,2RR22,Male,LR,Y,7/24/2022,Irene - 6II20 - LRBF,Perry - 1P319 - LRBM,9/18/2022,Puppy Raising,Baltimore Puppy Raising Region,,
Randall,1RR22,Male,LR,B,7/24/2022,Irene - 6II20 - LRBF,Perry - 1P319 - LRBM,10/20/2022,Puppy Raising,Bay Puppy Raising Region,,
Ripley,3RR22,Male,LR,B,7/24/2022,Irene - 6II20 - LRBF,Perry - 1P319 - LRBM,9/17/2022,Puppy Raising,New Hampshire Puppy Raising Region,,
Quarter,3QQ22,Male,LR,B,7/21/2022,Coco - S - 1C418 - LRBF,Arlo - 1A320 - LRBM,9/15/2022,Puppy Raising,Eastern MA Puppy Raising Region,,
Quentin (Dempsey),1QQ22,Male,LR,B,7/21/2022,Coco - S - 1C418 - LRBF,Arlo - 1A320 - LRBM,9/14/2022,Released,,,
Quintessa,2QQ22,Female,LR,Y,7/21/2022,Coco - S - 1C418 - LRBF,Arlo - 1A320 - LRBM,9/15/2022,Puppy Raising,New Hampshire Puppy Raising Region,,
Quigley,5QQ22,Male,LR,Y,7/21/2022,Coco - S - 1C418 - LRBF,Arlo - 1A320 - LRBM,9/17/2022,Puppy Raising,Central NY Puppy Raising Region,,
Quasi,4QQ22,Male,LR,B,7/21/2022,Coco - S - 1C418 - LRBF,Arlo - 1A320 - LRBM,10/20/2022,Puppy Raising,Montgomery Puppy Raising Region,,
Quantas (Oliver),6QQ22,Male,LR,B,7/21/2022,Coco - S - 1C418 - LRBF,Arlo - 1A320 - LRBM,9/14/2022,Released,,,
Quinbie,7QQ22,Female,LR,B,7/21/2022,Coco - S - 1C418 - LRBF,Arlo - 1A320 - LRBM,9/16/2022,Puppy Raising,Richmond Puppy Raising Region,,
Paul,7PP22,Male,LR,Y,7/19/2022,Zelda - 1Z319 - LRBF,Gerald - 7G20 - LRYM,10/12/2022,Puppy Raising,Richmond Puppy Raising Region,,
Peace,2PP22,Female,LR,Y,7/19/2022,Zelda - 1Z319 - LRBF,Gerald - 7G20 - LRYM,9/18/2022,Puppy Raising,Delmarva Puppy Raising Region,,
Patch,1PP22,Male,LR,B&T,7/19/2022,Zelda - 1Z319 - LRBF,Gerald - 7G20 - LRYM,9/15/2022,Puppy Raising,New Hampshire Puppy Raising Region,,
Potter,6PP22,Male,LR,B,7/19/2022,Zelda - 1Z319 - LRBF,Gerald - 7G20 - LRYM,9/18/2022,Puppy Raising,Baltimore Puppy Raising Region,,
Parfait,4PP22,Female,LR,Y,7/19/2022,Zelda - 1Z319 - LRBF,Gerald - 7G20 - LRYM,9/18/2022,Puppy Raising,Bay Puppy Raising Region,,
Priscilla (Lizzie),5PP22,Female,LR,B,7/19/2022,Zelda - 1Z319 - LRBF,Gerald - 7G20 - LRYM,9/12/2022,Released,,,
Pluto,3PP22,Male,LR,Y,7/19/2022,Zelda - 1Z319 - LRBF,Gerald - 7G20 - LRYM,9/18/2022,Puppy Raising,Montgomery Puppy Raising Region,,
Paddington,8PP22,Male,LR,Y,7/19/2022,Zelda - 1Z319 - LRBF,Gerald - 7G20 - LRYM,10/20/2022,Puppy Raising,Bay Puppy Raising Region,,
Obie,1OO22,Male,GS,B&T,7/11/2022,Hexa - 4HH20 - GSBF,Usher TSE - USHER - GSB&TM *NOP*,9/18/2022,Puppy Raising,NoVA- South Puppy Raising Region,,
Nana,4NN22,Female,LR,B,7/5/2022,Madeline - 7M20 - LRYF,Odin - 5OO19 - LRBM,8/29/2022,Released,,,
Nikolai,1NN22,Male,LR,B,7/5/2022,Madeline - 7M20 - LRYF,Odin - 5OO19 - LRBM,9/18/2022,Puppy Raising,Wayne County Puppy Raising Region,,
Nikon,2NN22,Male,LR,B,7/5/2022,Madeline - 7M20 - LRYF,Odin - 5OO19 - LRBM,9/3/2022,Puppy Raising,Westchester County Puppy Raising Region,,
Nova,3NN22,Female,LR,B,7/5/2022,Madeline - 7M20 - LRYF,Odin - 5OO19 - LRBM,9/2/2022,Puppy Raising,SWCT Puppy Raising Region,,
Nifty (Ruby),5NN22,Female,LR,B,7/5/2022,Madeline - 7M20 - LRYF,Odin - 5OO19 - LRBM,8/29/2022,Released,,,
Mitch,3MM22,Male,LR,B,7/2/2022,Dawn - 1DD20 - LRYF,Dover - 3D19 - LRBM,8/28/2022,Puppy Raising,Eastern MA Puppy Raising Region,,
Maverick,2MM22,Male,LR,Y,7/2/2022,Dawn - 1DD20 - LRYF,Dover - 3D19 - LRBM,8/28/2022,Puppy Raising,Columbus Puppy Raising Region,,
Maguire,4MM22,Male,LR,Y,7/2/2022,Dawn - 1DD20 - LRYF,Dover - 3D19 - LRBM,8/28/2022,Puppy Raising,Delmarva Puppy Raising Region,,
Marcy,6MM22,Female,LR,B,7/2/2022,Dawn - 1DD20 - LRYF,Dover - 3D19 - LRBM,9/16/2022,Puppy Raising,Westchester County Puppy Raising Region,,
Magnus,5MM22,Male,LR,B,7/2/2022,Dawn - 1DD20 - LRYF,Dover - 3D19 - LRBM,9/8/2022,Puppy Raising,Richmond Puppy Raising Region,,
Moana (Dugan),1MM22,Female,LR,B,7/2/2022,Dawn - 1DD20 - LRYF,Dover - 3D19 - LRBM,8/25/2022,Released,,,
Muffin,7MM22,Female,LR,Y,7/2/2022,Dawn - 1DD20 - LRYF,Dover - 3D19 - LRBM,8/25/2022,Puppy Raising,SWCT Puppy Raising Region,,
Maxwell,8MM22,Male,LR,B,7/2/2022,Dawn - 1DD20 - LRYF,Dover - 3D19 - LRBM,8/30/2022,Puppy Raising,Central CT Puppy Raising Region,,
Lupo,3LL22,Male,LR,B,6/21/2022,Via - 6VV18 - LRBF,Elrod - 6E319 - LRBM,9/15/2022,Puppy Raising,Westchester County Puppy Raising Region,,
Lenora,1LL22,Female,LR,B,6/21/2022,Via - 6VV18 - LRBF,Elrod - 6E319 - LRBM,8/20/2022,Puppy Raising,Baltimore Puppy Raising Region,,
Leone,2LL22,Male,LR,B,6/21/2022,Via - 6VV18 - LRBF,Elrod - 6E319 - LRBM,8/15/2022,Released,,,
Lenny,7LL22,Male,LR,B,6/21/2022,Via - 6VV18 - LRBF,Elrod - 6E319 - LRBM,8/25/2022,Puppy Raising,Rhode Island Puppy Raising Region,,
Luigi,6LL22,Male,LR,B,6/21/2022,Via - 6VV18 - LRBF,Elrod - 6E319 - LRBM,8/26/2022,Puppy Raising,Southwestern VT Puppy Raising Region,,
Lucerne,5LL22,Female,LR,B,6/21/2022,Via - 6VV18 - LRBF,Elrod - 6E319 - LRBM,8/19/2022,Puppy Raising,SWCT Puppy Raising Region,,
Lorenzo,4LL22,Male,LR,B,6/21/2022,Via - 6VV18 - LRBF,Elrod - 6E319 - LRBM,9/2/2022,Puppy Raising,Erie NY Puppy Raising Region,,
Kristen,8KK22,Female,GS,B&T,6/18/2022,Mittzy - 2M318 - GSB&TF,Usher TSE - USHER - GSB&TM *NOP*,8/13/2022,Puppy Raising,Eastern MA Puppy Raising Region,,
Keoki (Kaelynn),9KK22,Female,GS,B&T,6/18/2022,Mittzy - 2M318 - GSB&TF,Usher TSE - USHER - GSB&TM *NOP*,8/17/2022,Other School,,,
